id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,0,2,6G_Drone,0.0,Image_Acquirement,10,0,0
2,LINK,1,2,6G_Drone,0.0,Inertial_Data_Acquirement,10,0,1
1,LINK,2,3,6G_Drone,29.932357818181817,Image,10.0,41156992.0,0
2,LINK,2,3,6G_Drone,0.00020363636363636363,Inertial_Data,10.0,280,1
1,LINK,3,4,6G_Drone,0.041156992,Image,39.93235781818181,41156992.0,1
2,LINK,3,4,6G_Drone,2.8e-07,Inertial_Data,39.93256145454545,280,1
1,LINK,4,3,6G_Drone,5.6e-08,Corrected_Pose,69.56051481018181,56,0
1,LINK,3,2,6G_Drone,0.00056,Corrected_Pose,69.56051486618182,56,0
1,LINK,2,5,6G_Drone,0.0,Pose_Prediction,69.56107486618181,0,0
