id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,0,2,6G_Drone,0.0,Image_Acquirement,10,0,0
2,LINK,1,2,6G_Drone,0.0,Inertial_Data_Acquirement,10,0,1
2,LINK,2,3,6G_Drone,0.112,Inertial_Data,10.0,280,0
2,LINK,3,4,6G_Drone,2.8e-07,Inertial_Data,10.112,280,0
1,LINK,2,3,6G_Drone,1.5376,Extracted Features,542.64,3844,0
1,LINK,3,4,6G_Drone,3.844e-06,Extracted Features,544.1776,3844,0
1,LINK,4,3,6G_Drone,5.6e-08,Corrected_Pose,547.1326038440001,56,0
1,LINK,3,2,6G_Drone,5.6e-05,Corrected_Pose,547.1326039,56,0
1,LINK,2,5,6G_Drone,0.0,Pose_Prediction,547.1326599,0,0
