id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,0,2,6G_Drone,0.0,Image_Acquirement,10,0,0
2,LINK,1,2,6G_Drone,0.0,Inertial_Data_Acquirement,10,0,1
1,LINK,2,3,6G_Drone,823.13984,Image,10.0,41156992.0,0
2,LINK,2,3,6G_Drone,0.0056,Inertial_Data,10.0,280,1
1,LINK,3,4,6G_Drone,0.041156992,Image,833.13984,41156992.0,1
2,LINK,3,4,6G_Drone,2.8e-07,Inertial_Data,833.14544,280,1
1,LINK,4,3,6G_Drone,5.6e-08,Corrected_Pose,862.767996992,56,0
1,LINK,3,2,6G_Drone,0.000112,Corrected_Pose,862.767997048,56,0
1,LINK,2,5,6G_Drone,0.0,Pose_Prediction,862.7681090479999,0,0
3,LINK,0,2,6G_Drone,0.0,Image_Acquirement,10010,0,0
4,LINK,1,2,6G_Drone,0.0,Inertial_Data_Acquirement,10010,0,1
3,LINK,2,3,6G_Drone,823.13984,Image,10010.0,41156992.0,0
4,LINK,2,3,6G_Drone,0.0056,Inertial_Data,10010.0,280,1
3,LINK,3,4,6G_Drone,0.041156992,Image,10833.13984,41156992.0,1
4,LINK,3,4,6G_Drone,2.8e-07,Inertial_Data,10833.14544,280,1
3,LINK,4,3,6G_Drone,5.6e-08,Corrected_Pose,10862.767996992,56,0
3,LINK,3,2,6G_Drone,0.000112,Corrected_Pose,10862.767997047999,56,0
3,LINK,2,5,6G_Drone,0.0,Pose_Prediction,10862.768109047998,0,0
