id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,0,2,6G_Drone,0.0,Image_Acquirement,10,0,0
2,LINK,1,2,6G_Drone,0.0,Inertial_Data_Acquirement,10,0,1
2,LINK,2,3,6G_Drone,0.007,Inertial_Data,10.0,280,0
1,LINK,2,3,6G_Drone,0.0961,Extracted Features,542.64,3844,0
1,LINK,3,2,6G_Drone,0.0014,Corrected_Pose,601.8361,56,0
1,LINK,2,5,6G_Drone,0.0,Pose_Prediction,601.8375,0,0
